BAIRRO,MARCA_OBJETO,DIA_SEMANA,PERIODO,IDADE,SEXO
PARQUE SAO DOMINGOS,Samsung,QUINTA,TARDE,31,MULHER
REPUBLICA,Xiaomi,SABADO,NOITE,23,MULHER
SAO MIGUEL,Apple,TERCA,TARDE,21,HOMEM
LIBERDADE,Apple,SABADO,NOITE,51,MULHER
CAMBUCI,Motorola,TERCA,MANHA,31,MULHER
ERMELINO MATARAZZO,Samsung,SABADO,MADRUGADA,32,HOMEM
BUTANTA,Apple,QUARTA,MADRUGADA,58,HOMEM
CAMPO GRANDE,Xiaomi,SEXTA,MANHA,45,MULHER
PIRITUBA,Samsung,QUINTA,NOITE,29,HOMEM
LIBERDADE,Apple,SABADO,MANHA,22,HOMEM
CIDADE LIDER,Samsung,SABADO,MANHA,16,HOMEM
GRAJAU,Samsung,SABADO,MADRUGADA,22,HOMEM
SANTO AMARO,Xiaomi,SABADO,TARDE,55,HOMEM
CAMPO GRANDE,Xiaomi,TERCA,NOITE,55,MULHER
VILA MONUMENTO,Samsung,SABADO,NOITE,43,MULHER
ITAQUERA,Motorola,QUARTA,TARDE,57,MULHER
CANINDE,Samsung,TERCA,MANHA,18,HOMEM
VILA SONIA,Apple,SABADO,NOITE,41,HOMEM
BRAS,Apple,SEXTA,MANHA,58,MULHER
BARRA FUNDA,Motorola,QUINTA,NOITE,42,HOMEM
LAPA,Samsung,QUINTA,TARDE,20,HOMEM
PERUS,Motorola,QUARTA,NOITE,16,HOMEM
VILA SANTA CRUZ,Xiaomi,SEXTA,NOITE,55,HOMEM
TATUAPE,Apple,DOMINGO,TARDE,34,HOMEM
GUAIANASES,Apple,SEXTA,NOITE,30,HOMEM
BUTANTA,Motorola,TERCA,NOITE,76,HOMEM
VILA ANDRADE,Apple,SABADO,MANHA,46,HOMEM
RIO PEQUENO,Samsung,SEXTA,MANHA,16,HOMEM
JARDIM COLINA,Apple,SABADO,NOITE,27,HOMEM
SAO LUCAS,Samsung,DOMINGO,MADRUGADA,50,HOMEM
INDIANOPOLIS,Apple,SEXTA,TARDE,15,MULHER
PARQUE GUARANI,Apple,QUARTA,NOITE,31,HOMEM
CONSOLACAO,LG,QUINTA,NOITE,33,MULHER
REPUBLICA,Apple,DOMINGO,MADRUGADA,57,HOMEM
CIDADE ADEMAR,Apple,TERCA,NOITE,23,HOMEM
MIRANDOPOLIS,Motorola,SABADO,MANHA,57,MULHER
VILA SANTA CATARINA,Outros,SEGUNDA,MANHA,22,HOMEM
JARDIM ESTER,Apple,DOMINGO,NOITE,29,MULHER
MORUMBI,Samsung,QUINTA,NOITE,27,MULHER
CANGAIBA,Xiaomi,TERCA,NOITE,38,MULHER
ANHANGUERA,Apple,QUINTA,NOITE,33,HOMEM
PENHA,Samsung,TERCA,MANHA,45,HOMEM
CONSOLACAO,Apple,DOMINGO,MADRUGADA,53,HOMEM
REPUBLICA,Motorola,QUARTA,NOITE,44,HOMEM
ITAIM BIBI,Apple,QUINTA,NOITE,79,MULHER
IPIRANGA,Apple,QUARTA,NOITE,25,HOMEM
REPUBLICA,Apple,SEGUNDA,NOITE,52,MULHER
PARQUE SANTA AMELIA,Samsung,SEXTA,MANHA,78,HOMEM
SACOMA,Samsung,QUARTA,NOITE,21,HOMEM
PINHEIROS,Apple,SEXTA,TARDE,18,MULHER
SACOMA,Apple,QUINTA,MADRUGADA,20,MULHER
TUCURUVI,Motorola,QUINTA,NOITE,53,MULHER
GRAJAU,Samsung,SABADO,MADRUGADA,52,MULHER
REPUBLICA,Apple,TERCA,NOITE,37,MULHER
PARQUE BOTURUSSU,Samsung,QUINTA,NOITE,16,HOMEM
PONTE RASA,Apple,TERCA,TARDE,18,HOMEM
BELEM,Motorola,SEGUNDA,NOITE,80,MULHER
CAPAO REDONDO,Motorola,SEXTA,MADRUGADA,20,HOMEM
SANTA CECILIA,Apple,SEXTA,MADRUGADA,20,MULHER
BELA VISTA,Outros,TERCA,MANHA,52,HOMEM
PIRITUBA,Samsung,DOMINGO,MANHA,21,MULHER
LAPA DE BAIXO,Apple,QUINTA,TARDE,27,HOMEM
MOOCA,Apple,SEXTA,NOITE,33,MULHER
ITAIM BIBI,Samsung,DOMINGO,TARDE,29,MULHER
REPUBLICA,Huawei,SABADO,MADRUGADA,23,MULHER
SAUDE,Apple,SEGUNDA,NOITE,51,MULHER
JARDIM PAULISTA,Apple,QUINTA,NOITE,53,HOMEM
CENTRO,Apple,QUINTA,TARDE,30,HOMEM
JARDIM PAULISTA,Samsung,QUARTA,TARDE,20,MULHER
PARQUE FERNANDA,Motorola,DOMINGO,MANHA,45,MULHER
VILA CURUCA,Samsung,QUINTA,NOITE,46,MULHER
JARDIM MACEDONIA,Motorola,QUINTA,MANHA,16,HOMEM
CACHOEIRINHA,Apple,SEGUNDA,NOITE,15,MULHER
SANTO AMARO,Samsung,QUINTA,TARDE,37,HOMEM
ITAIM BIBI,Apple,QUINTA,NOITE,35,MULHER
IPIRANGA,Apple,SEXTA,NOITE,52,MULHER
BROOKLIN NOVO,Apple,QUINTA,NOITE,18,MULHER
REPUBLICA,Samsung,DOMINGO,MANHA,70,HOMEM
SANTA CECILIA,Samsung,TERCA,NOITE,81,MULHER
PARQUE DO LAGO,Samsung,QUARTA,NOITE,53,HOMEM
REPUBLICA,Samsung,QUARTA,TARDE,21,MULHER
SAO MATEUS,Motorola,SEXTA,MANHA,25,MULHER
PINHEIROS,Apple,QUINTA,NOITE,42,MULHER
JARDIM FRATERNIDADE,Motorola,SABADO,NOITE,75,HOMEM
JARDIM MIRIAM,Samsung,QUARTA,MANHA,29,HOMEM
JARDIM IRAPIRANGA,Samsung,SEXTA,NOITE,29,MULHER
SE,Motorola,SEGUNDA,MANHA,57,MULHER
REPUBLICA,Outros,SEGUNDA,TARDE,27,HOMEM
FREGUESIA DO O,Samsung,TERCA,NOITE,53,HOMEM
MOOCA,Apple,SEXTA,NOITE,40,HOMEM
BOM RETIRO,Samsung,SEGUNDA,NOITE,29,MULHER
CONJUNTO HABITACIONAL SANTA ETELVINA II,Outros,SEXTA,MADRUGADA,30,MULHER
CURSINO,Samsung,DOMINGO,NOITE,16,HOMEM
PINHEIROS,Samsung,SEXTA,NOITE,19,HOMEM
SANTO AMARO,Apple,SEXTA,NOITE,20,MULHER
PINHEIROS,Motorola,SEGUNDA,MADRUGADA,50,MULHER
SAO MIGUEL,Samsung,QUINTA,TARDE,32,MULHER
JABAQUARA,Motorola,QUINTA,MADRUGADA,54,MULHER
SAUDE,Xiaomi,TERCA,NOITE,29,HOMEM
MOEMA,Samsung,DOMINGO,MADRUGADA,37,MULHER
JARDIM PAULISTA,Apple,SEXTA,TARDE,44,HOMEM
VILA PRUDENTE,Motorola,QUARTA,NOITE,21,HOMEM
CAMPOS ELISEOS,Xiaomi,QUARTA,NOITE,41,HOMEM
REPUBLICA,Asus,QUARTA,NOITE,32,HOMEM
ITAIM PAULISTA,Motorola,DOMINGO,MANHA,56,HOMEM
VILA EMA,Motorola,QUINTA,NOITE,32,MULHER
PERUS,Xiaomi,QUINTA,MANHA,35,MULHER
SAO MIGUEL PAULISTA,Samsung,SEXTA,TARDE,49,MULHER
VILA PIRITUBA,Motorola,SABADO,TARDE,23,MULHER
JARDIM MARILIA,Motorola,QUARTA,TARDE,51,HOMEM
VILA MISSIONARIA,Apple,DOMINGO,NOITE,44,HOMEM
SANTANA,Apple,QUARTA,NOITE,19,MULHER
ITAQUERA,Outros,SABADO,MANHA,57,MULHER
REPUBLICA,Apple,SABADO,NOITE,47,HOMEM
SE,Apple,SABADO,TARDE,26,HOMEM
JD SAO LUIS,Apple,SABADO,NOITE,58,HOMEM
VILA CLEMENTINO,Motorola,DOMINGO,NOITE,33,MULHER
JARDIM PEROLA I,Xiaomi,QUARTA,NOITE,27,MULHER
LAJEADO,Apple,SEXTA,NOITE,28,MULHER
JARDIM UMARIZAL,Samsung,QUINTA,NOITE,57,MULHER
FAZENDA MORUMBI,Apple,QUARTA,NOITE,23,HOMEM
SACOMA,Samsung,SABADO,TARDE,28,MULHER
PONTE RASA,Samsung,SEGUNDA,MANHA,20,HOMEM
CIDADE DUTRA,Motorola,QUARTA,NOITE,36,MULHER
MORUMBI,Apple,SABADO,NOITE,23,HOMEM
SE,Samsung,DOMINGO,TARDE,31,MULHER
ITAIM BIBI,Apple,TERCA,NOITE,53,HOMEM
BELA VISTA,Apple,TERCA,NOITE,50,HOMEM
VILA MATILDE,Samsung,DOMINGO,TARDE,38,HOMEM
JARDIM SAO RAFAEL,Motorola,QUARTA,NOITE,80,MULHER
SAO LUCAS,Samsung,QUINTA,NOITE,21,HOMEM
JARDIM JAPAO,Motorola,SABADO,MANHA,23,HOMEM
MANDAQUI,Motorola,SABADO,MANHA,31,HOMEM
CAMPO GRANDE,Sony,SABADO,MANHA,19,HOMEM
SAPOPEMBA,Apple,DOMINGO,MADRUGADA,22,HOMEM
CAPAO REDONDO,Apple,SABADO,NOITE,50,HOMEM
CERQUEIRA CESAR,Apple,SABADO,TARDE,47,HOMEM
JARDIM HELENA,Samsung,TERCA,NOITE,45,MULHER
VILA MATILDE,Samsung,SABADO,NOITE,50,MULHER
PARQUE DOROTEIA,Motorola,TERCA,TARDE,33,HOMEM
VILA ANDRADE,Apple,TERCA,NOITE,23,MULHER
CASA VERDE,Apple,TERCA,NOITE,25,MULHER
LIBERDADE,Motorola,SEGUNDA,NOITE,23,HOMEM
CASA VERDE,Motorola,SEXTA,MADRUGADA,36,MULHER
REPUBLICA,Motorola,TERCA,TARDE,64,HOMEM
CIDADE TIRADENTES,Samsung,QUARTA,MANHA,35,HOMEM
JURUBATUBA,Motorola,QUINTA,TARDE,18,MULHER
CAMPOS ELISEOS,Samsung,QUARTA,MANHA,77,MULHER
VILA CURUCA,Apple,SEXTA,NOITE,52,HOMEM
VILA CURUCA,Motorola,QUINTA,MANHA,18,HOMEM
CENTRO,Samsung,DOMINGO,MADRUGADA,19,HOMEM
REPUBLICA,Samsung,SABADO,MADRUGADA,32,MULHER
PINHEIROS,Samsung,SEXTA,MADRUGADA,20,MULHER
JARDIM GAIVOTAS,Motorola,SEXTA,NOITE,42,HOMEM
PARI,Samsung,TERCA,NOITE,31,HOMEM
CAPAO REDONDO,Samsung,SEXTA,MADRUGADA,22,HOMEM
SAO RAFAEL,Apple,SEXTA,MANHA,41,MULHER
JARDIM SAO PEDRO,Motorola,QUARTA,MANHA,41,HOMEM
LIBERDADE,Samsung,DOMINGO,NOITE,18,MULHER
SAO MATEUS,Samsung,DOMINGO,NOITE,31,MULHER
LAPA,Samsung,TERCA,MANHA,38,MULHER
VILA CONSTANCA,Samsung,SEGUNDA,MANHA,20,HOMEM
CAMPO LIMPO,Samsung,QUINTA,NOITE,21,MULHER
SANTA IFIGENIA,Motorola,TERCA,MADRUGADA,33,MULHER
SOCORRO,Apple,SEGUNDA,NOITE,30,MULHER
VILA CARMOSINA,Samsung,SABADO,TARDE,22,HOMEM
CAMPO BELO,Apple,QUINTA,MANHA,40,HOMEM
TUCURUVI,Apple,SEGUNDA,NOITE,19,HOMEM
TREMEMBE,Apple,SEXTA,MANHA,33,HOMEM
VILA PREL,Samsung,SEXTA,NOITE,60,HOMEM
BELA VISTA,Apple,SABADO,NOITE,43,HOMEM
IPIRANGA,Motorola,SEXTA,MADRUGADA,22,MULHER
LAPA,Xiaomi,QUINTA,NOITE,18,HOMEM
VILA MARIA,Samsung,DOMINGO,TARDE,23,HOMEM
CAMPO BELO,Apple,QUARTA,TARDE,58,MULHER
IPIRANGA,Motorola,DOMINGO,NOITE,73,MULHER
SE,Samsung,SABADO,NOITE,21,HOMEM
BARRA FUNDA,Samsung,TERCA,NOITE,33,HOMEM
SAUDE,Samsung,SABADO,TARDE,45,HOMEM
CAPAO REDONDO,Apple,SEXTA,NOITE,57,HOMEM
PIRITUBA,Xiaomi,SABADO,MANHA,36,MULHER
SAO MATEUS,Samsung,SEXTA,MADRUGADA,45,HOMEM
GUAIANASES,Apple,SEXTA,NOITE,15,MULHER
VILA EMIR,Samsung,TERCA,MANHA,81,HOMEM
VILA CONGONHAS,Samsung,SEXTA,TARDE,41,HOMEM
GRAJAU,Motorola,QUINTA,TARDE,21,MULHER
LIBERDADE,Samsung,QUARTA,TARDE,75,MULHER
LAJEADO,Apple,DOMINGO,MADRUGADA,29,HOMEM
SE,Samsung,SABADO,MANHA,26,HOMEM
SAO MATEUS,Asus,SEXTA,MADRUGADA,46,HOMEM
CIDADE LIDER,Motorola,DOMINGO,TARDE,25,MULHER
BRAS,Samsung,QUARTA,MADRUGADA,15,MULHER
IPIRANGA,Apple,SABADO,NOITE,18,MULHER
AGUA BRANCA,Apple,QUARTA,TARDE,22,MULHER
VILA NOVA CAROLINA,Samsung,SABADO,MADRUGADA,76,MULHER
SITIO MATSUMURA,Apple,SEXTA,MADRUGADA,43,HOMEM
SACOMA,Outros,TERCA,MANHA,49,MULHER
JABAQUARA,Apple,SEXTA,NOITE,79,MULHER
BELA VISTA,Apple,QUARTA,NOITE,36,HOMEM
BELA VISTA,Apple,TERCA,TARDE,21,HOMEM
JARDIM FRATERNIDADE,Motorola,SEXTA,MADRUGADA,30,MULHER
CONJUNTO HABITACIONAL FAZENDA DO CARMO,Apple,SEGUNDA,MADRUGADA,28,HOMEM
INDIANOPOLIS,Apple,QUINTA,MANHA,23,MULHER
AMERICANOPOLIS,Samsung,DOMINGO,MANHA,34,HOMEM
JARDIM PAULISTA,Apple,SABADO,NOITE,37,MULHER
JARDIM COLINA,Samsung,SEXTA,NOITE,34,MULHER
LIBERDADE,Samsung,SEGUNDA,MANHA,35,HOMEM
REPUBLICA,Apple,QUINTA,NOITE,35,MULHER
BRASILANDIA,Apple,SEGUNDA,MADRUGADA,32,HOMEM
VILA REGENTE FEIJO,Samsung,SABADO,NOITE,33,HOMEM
PARELHEIROS,Samsung,SEXTA,MADRUGADA,22,MULHER
LIBERDADE,Outros,TERCA,NOITE,27,HOMEM
BELA VISTA,Apple,SEXTA,MANHA,73,MULHER
MOOCA,Apple,QUARTA,NOITE,33,MULHER
BRASILANDIA,Multilaser,SABADO,TARDE,18,HOMEM
BARRA FUNDA,Samsung,TERCA,NOITE,29,MULHER
IPIRANGA,Samsung,SEXTA,TARDE,23,HOMEM
JARDIM CATANDUVA,Motorola,SEXTA,NOITE,18,HOMEM
CIDADE TIRADENTES,Motorola,QUINTA,TARDE,21,MULHER
VILA PRUDENTE,Motorola,QUARTA,MANHA,40,MULHER
VILA GOMES CARDIM,Apple,SEGUNDA,NOITE,38,MULHER
JARDIM FRATERNIDADE,Samsung,SEGUNDA,NOITE,31,MULHER
SANTANA,Apple,QUINTA,NOITE,43,HOMEM
PARELHEIROS,Samsung,SEXTA,MADRUGADA,48,HOMEM
VILA RE,Motorola,TERCA,MADRUGADA,75,HOMEM
VILA CARMOSINA,Motorola,TERCA,TARDE,43,HOMEM
CERQUEIRA CESAR,Samsung,SEGUNDA,MANHA,43,MULHER
SANTA IFIGENIA,Motorola,QUINTA,TARDE,52,HOMEM
VILA MARIANA,Apple,QUINTA,NOITE,21,MULHER
IPIRANGA,Apple,TERCA,NOITE,18,MULHER
VILA ANDRADE,Samsung,SEGUNDA,NOITE,40,HOMEM
PIRITUBA,Motorola,QUINTA,MANHA,41,HOMEM
CIDADE ADEMAR,Samsung,QUARTA,MANHA,76,MULHER
SE,Apple,SEXTA,TARDE,82,HOMEM
VILA MARIA,Motorola,QUINTA,NOITE,35,HOMEM
PARQUE SANTA AMELIA,Motorola,SEXTA,MANHA,37,HOMEM
CONSOLACAO,Apple,DOMINGO,MADRUGADA,36,MULHER
PINHEIROS,Apple,QUARTA,NOITE,47,MULHER
CACHOEIRINHA,Motorola,SEGUNDA,MANHA,15,MULHER
CASA VERDE,Apple,DOMINGO,NOITE,25,MULHER
BRAS,Motorola,QUINTA,MADRUGADA,55,HOMEM
VILA ANDRADE,Motorola,QUINTA,TARDE,18,HOMEM
JARDIM SANTO ANDRE,Motorola,TERCA,MADRUGADA,38,HOMEM
SAO MIGUEL PAULISTA,Motorola,SEXTA,TARDE,80,MULHER
PENHA,Motorola,DOMINGO,NOITE,51,HOMEM
JARDIM JULIETA,Xiaomi,SEGUNDA,MANHA,22,HOMEM
SACOMA,Apple,SEXTA,MADRUGADA,26,MULHER
PARI,Apple,SEGUNDA,NOITE,49,HOMEM
AGUA RASA,Apple,QUARTA,MADRUGADA,23,MULHER
ARTUR ALVIM,Apple,SABADO,NOITE,46,HOMEM
CONSOLACAO,Outros,QUARTA,TARDE,30,MULHER
JD SAO LUIS,Xiaomi,SABADO,NOITE,61,MULHER
ANHANGUERA,Samsung,QUINTA,TARDE,29,MULHER
MORUMBI,Samsung,TERCA,NOITE,19,HOMEM
CENTRO HISTORICO DE SAO PAULO,Apple,SABADO,NOITE,53,HOMEM
CAMPO LIMPO,Outros,DOMINGO,MADRUGADA,16,MULHER
CIDADE LIDER,Samsung,QUINTA,MANHA,80,MULHER
VILA OLIMPIA,Apple,DOMINGO,TARDE,47,MULHER
CAMPO BELO,Motorola,QUARTA,MANHA,75,HOMEM
PARI,Outros,SEGUNDA,NOITE,44,MULHER
CIDADE TIRADENTES,Samsung,SABADO,MADRUGADA,50,MULHER
CARRAO,Xiaomi,DOMINGO,MADRUGADA,19,MULHER
JD SAO LUIS,Xiaomi,QUARTA,NOITE,79,HOMEM
BOM RETIRO,Outros,SABADO,MANHA,44,MULHER
SAO DOMINGOS,Motorola,TERCA,MANHA,74,HOMEM
JABAQUARA,Outros,SEGUNDA,MANHA,47,MULHER
PARI,Apple,SABADO,MANHA,50,MULHER
CIDADE SAO MIGUEL,Apple,QUINTA,NOITE,72,MULHER
PARQUE DO CARMO,Samsung,DOMINGO,MADRUGADA,23,MULHER
CAPAO REDONDO,Motorola,QUARTA,NOITE,72,HOMEM
TUCURUVI,Samsung,SABADO,NOITE,25,MULHER
VILA DA SAUDE,Motorola,QUINTA,MANHA,60,MULHER
JOSE BONIFACIO,Apple,QUARTA,MANHA,47,HOMEM
PERDIZES,Samsung,QUINTA,NOITE,16,MULHER
SANTO AMARO,Motorola,SABADO,TARDE,16,HOMEM
PINHEIROS,Apple,SEXTA,NOITE,23,MULHER
VILA MATILDE,Apple,SEXTA,TARDE,53,HOMEM
REPUBLICA,Samsung,SEXTA,TARDE,47,MULHER
REPUBLICA,Apple,TERCA,NOITE,38,MULHER
CENTRO,Apple,SEXTA,MANHA,38,HOMEM
PINHEIROS,Positivo,QUINTA,NOITE,27,HOMEM
VILA MARIANA,Apple,QUARTA,MANHA,36,HOMEM
JARDIM AMALIA,Apple,DOMINGO,NOITE,36,HOMEM
LAJEADO,Motorola,QUINTA,TARDE,18,HOMEM
VILA PRUDENTE,Motorola,DOMINGO,TARDE,43,MULHER
VILA HELIOPOLIS,Samsung,SEXTA,TARDE,38,MULHER
BROOKLIN PAULISTA,Motorola,SABADO,TARDE,55,MULHER
CIDADE DUTRA,LG,SEGUNDA,MANHA,19,HOMEM
JD SAO LUIS,Motorola,SABADO,MANHA,19,MULHER
AMERICANOPOLIS,Motorola,SABADO,MANHA,40,MULHER
JABAQUARA,Motorola,TERCA,NOITE,16,MULHER
JARDIM COLORADO,Apple,SEGUNDA,NOITE,45,HOMEM
MOEMA,Apple,SEXTA,TARDE,30,MULHER
JARDIM COLINA,Apple,SEXTA,NOITE,46,HOMEM
TATUAPE,Apple,QUARTA,NOITE,34,MULHER
SANTO AMARO,Samsung,QUINTA,NOITE,44,HOMEM
IGUATEMI,Apple,TERCA,TARDE,43,MULHER
PINHEIROS,Samsung,SABADO,MADRUGADA,22,MULHER
CANINDE,Apple,TERCA,MANHA,23,HOMEM
BELA VISTA,Apple,SEXTA,MADRUGADA,34,HOMEM
JARDIM COTINHA,Apple,TERCA,MANHA,28,MULHER
VILA ANDRADE,Samsung,SEGUNDA,NOITE,46,MULHER
SANTO AMARO,Multilaser,SABADO,NOITE,32,HOMEM
SANTA CECILIA,Motorola,SEXTA,MANHA,69,MULHER
PERUS,Xiaomi,TERCA,TARDE,35,MULHER
JARDIM AVENIDA,Samsung,SEXTA,MADRUGADA,15,MULHER
MOOCA,Apple,SABADO,TARDE,52,HOMEM
JARDIM ANGELA,Apple,QUINTA,MANHA,61,HOMEM
CONSOLACAO,Samsung,SEXTA,NOITE,58,HOMEM
CERQUEIRA CESAR,Outros,TERCA,NOITE,36,HOMEM
ARICANDUVA,Huawei,SABADO,NOITE,50,MULHER
CENTRO,Samsung,QUINTA,MADRUGADA,28,HOMEM
GUAIANASES,Samsung,QUINTA,MADRUGADA,15,MULHER
CENTRO,Samsung,SEXTA,NOITE,35,HOMEM
FREGUESIA DO O,Samsung,QUARTA,MANHA,54,MULHER
JARDIM PORTAL I E II,Motorola,DOMINGO,MADRUGADA,25,HOMEM
GUAIANASES,Motorola,TERCA,MADRUGADA,34,HOMEM
VILA REGENTE FEIJO,Xiaomi,QUINTA,TARDE,61,MULHER
JARDIM ANGELA,Motorola,SEXTA,NOITE,28,MULHER
BRASILANDIA,Samsung,QUINTA,NOITE,28,MULHER
PARAISO,Motorola,QUINTA,NOITE,20,MULHER
BELA VISTA,Apple,TERCA,MANHA,34,MULHER
SAUDE,Outros,QUARTA,NOITE,18,HOMEM
PARELHEIROS,Apple,SEXTA,NOITE,45,MULHER
BELEM,Apple,SEGUNDA,MADRUGADA,38,MULHER
JARDIM ANGELA,Samsung,TERCA,NOITE,21,HOMEM
GUAIANAZES,Samsung,TERCA,TARDE,75,HOMEM
GRAJAU,Xiaomi,QUARTA,NOITE,34,HOMEM
VILA SIQUEIRA (ZONA NORTE),Samsung,SEXTA,MADRUGADA,25,HOMEM
FAZENDA MORUMBI,Apple,QUARTA,NOITE,77,MULHER
REAL PARQUE,Outros,DOMINGO,TARDE,36,HOMEM
BELA VISTA,Apple,SABADO,TARDE,23,HOMEM
PARQUE DEIZY,Motorola,QUARTA,TARDE,29,MULHER
CAMPO LIMPO,Motorola,SEGUNDA,MADRUGADA,22,HOMEM
VILA SONIA,Samsung,QUARTA,MADRUGADA,55,MULHER
LAJEADO,Motorola,SEGUNDA,NOITE,25,MULHER
CIDADE TIRADENTES,Motorola,SEXTA,MADRUGADA,71,HOMEM
JD SAO LUIS,Outros,TERCA,TARDE,69,MULHER
VILA GUILHERME,Samsung,SEXTA,NOITE,27,HOMEM
JAGUARE,Samsung,QUARTA,NOITE,25,MULHER
CIDADE ADEMAR,Apple,SEGUNDA,MANHA,51,HOMEM
PARI,Samsung,QUINTA,MANHA,55,HOMEM
BELA VISTA,Apple,DOMINGO,MADRUGADA,50,MULHER
REPUBLICA,Outros,QUINTA,NOITE,32,HOMEM
JARDIM PAULISTA,Apple,QUARTA,NOITE,36,MULHER
JARDIM FLUMINENSE,Xiaomi,TERCA,MANHA,20,MULHER
CAMPO LIMPO,Samsung,SEXTA,NOITE,37,HOMEM
PINHEIROS,Outros,SABADO,MADRUGADA,71,MULHER
BELEM,Samsung,SEGUNDA,NOITE,21,MULHER
JARDIM ANGELA,Motorola,SABADO,MADRUGADA,16,HOMEM
CAMPO LIMPO,Motorola,SEXTA,MANHA,48,HOMEM
CANGAIBA,Motorola,SEXTA,MADRUGADA,52,HOMEM
BELA VISTA,Apple,QUARTA,MANHA,47,HOMEM
JABAQUARA,Motorola,QUINTA,NOITE,30,MULHER
PARQUE PERUCHE,Motorola,SABADO,MANHA,34,HOMEM
REPUBLICA,Samsung,DOMINGO,TARDE,42,HOMEM
ITAQUERA,Motorola,SEXTA,NOITE,18,MULHER
SE,Xiaomi,QUARTA,MADRUGADA,26,MULHER
VILA OLIMPIA,Apple,QUINTA,NOITE,15,MULHER
SE,Apple,TERCA,NOITE,26,HOMEM
PARI,Apple,SABADO,NOITE,48,HOMEM
VILA MARIA,Apple,SEGUNDA,MANHA,34,MULHER
JARDIM ANGELA,Xiaomi,QUARTA,NOITE,23,HOMEM
CAMPO BELO,Apple,QUARTA,MANHA,48,HOMEM
PINHEIROS,Apple,QUARTA,NOITE,29,MULHER
PINHEIROS,Outros,SABADO,NOITE,56,HOMEM
JARDIM LONDRINA,Motorola,DOMINGO,NOITE,20,MULHER
PINHEIROS,Samsung,DOMINGO,TARDE,20,HOMEM
CAPAO REDONDO,Motorola,DOMINGO,MADRUGADA,26,HOMEM
CASA VERDE,Samsung,DOMINGO,TARDE,34,MULHER
TUCURUVI,Motorola,TERCA,NOITE,29,MULHER
CANINDE,Apple,SABADO,MANHA,16,MULHER
TREMEMBE,Samsung,QUARTA,NOITE,15,MULHER
PARQUE ARTUR ALVIM,Samsung,QUINTA,NOITE,28,MULHER
IPIRANGA,Xiaomi,SEXTA,MANHA,45,HOMEM
BELA VISTA,Xiaomi,DOMINGO,MADRUGADA,47,MULHER
SANTA IFIGENIA,Motorola,TERCA,TARDE,22,MULHER
LAGEADO,Motorola,SEXTA,MADRUGADA,31,HOMEM
LUZ,Motorola,SABADO,MADRUGADA,72,HOMEM
VILA PRUDENTE,Apple,SABADO,NOITE,29,HOMEM
VILA SONIA,Apple,DOMINGO,NOITE,57,MULHER
SAO RAFAEL,Samsung,SABADO,NOITE,72,MULHER
JARDIM IRIS,Motorola,QUARTA,NOITE,81,MULHER
JARDIM ANGELA,Samsung,TERCA,NOITE,31,HOMEM
CAMPO LIMPO,Apple,QUARTA,MADRUGADA,49,MULHER
VILA CURUCA,Motorola,QUINTA,MANHA,18,HOMEM
VILA SANTA CATARINA,Apple,QUINTA,NOITE,15,HOMEM
PEDREIRA,Xiaomi,QUARTA,NOITE,15,HOMEM
CAMPO LIMPO,Samsung,SABADO,TARDE,54,MULHER
JD SAO LUIS,Xiaomi,SEGUNDA,NOITE,20,MULHER
VILA VIRGINIA,Samsung,QUINTA,MANHA,23,MULHER
JARDIM PEDRA BRANCA,Xiaomi,SEGUNDA,NOITE,49,MULHER
VILA PRINCESA ISABEL,Apple,SEXTA,MADRUGADA,47,HOMEM
ITAIM PAULISTA,Motorola,DOMINGO,TARDE,36,MULHER
JD SAO LUIS,Samsung,SEXTA,TARDE,21,HOMEM
VILA ANDRADE,Xiaomi,QUINTA,NOITE,29,HOMEM
INDIANOPOLIS,Samsung,TERCA,MADRUGADA,31,HOMEM
SE,Xiaomi,QUINTA,MANHA,45,MULHER
SAO MATEUS,Xiaomi,TERCA,NOITE,37,MULHER
VILA LEOPOLDINA,Motorola,SEGUNDA,MANHA,25,HOMEM
ITAIM BIBI,Apple,QUARTA,NOITE,20,HOMEM
SANTO AMARO,Xiaomi,DOMINGO,MADRUGADA,32,MULHER
JARDIM HELENA,Outros,DOMINGO,TARDE,36,HOMEM
MORUMBI,Outros,QUARTA,NOITE,47,MULHER
CONSOLACAO,Apple,DOMINGO,MADRUGADA,18,HOMEM
PIRITUBA,Xiaomi,DOMINGO,TARDE,29,MULHER
VILA GUILHERME,Motorola,SEGUNDA,TARDE,75,MULHER
PEDREIRA,Motorola,DOMINGO,MANHA,43,HOMEM
CIDADE ADEMAR,Samsung,DOMINGO,TARDE,16,HOMEM
IPIRANGA,Motorola,TERCA,TARDE,36,HOMEM
CAMPO LIMPO,Samsung,SABADO,MADRUGADA,20,HOMEM
VILA MARIA,Samsung,QUINTA,MADRUGADA,29,MULHER
CHACARA SEIS DE OUTUBRO,Xiaomi,QUINTA,NOITE,26,HOMEM
CIDADE ADEMAR,Apple,TERCA,NOITE,26,MULHER
GRAJAU,Outros,DOMINGO,MANHA,26,MULHER
VILA OLIMPIA,Xiaomi,DOMINGO,MADRUGADA,23,MULHER
IPIRANGA,Motorola,SEXTA,MADRUGADA,58,HOMEM
SACOMA,Apple,SEXTA,NOITE,41,MULHER
BRASILANDIA,Samsung,QUINTA,NOITE,19,MULHER
