BAIRRO,MARCA_OBJETO,DIA_SEMANA,PERIODO,IDADE,SEXO,RUBRICA,DESCR_SUBTIPOLOCAL
LIBERDADE,Apple,QUINTA,MANHA,25,HOMEM,FURTO,Via Publica
LIBERDADE,Xiaomi,QUARTA,NOITE,30,MULHER,FURTO,Via Publica
SE,Samsung,QUARTA,NOITE,61,MULHER,FURTO,Via Publica
LIBERDADE,Samsung,QUARTA,NOITE,70,HOMEM,ROUBO,Via Publica
SE,Apple,QUINTA,TARDE,18,HOMEM,ROUBO,Via Publica
LIBERDADE,Apple,QUINTA,MANHA,57,MULHER,FURTO,Via Publica
SE,Apple,QUINTA,MANHA,48,HOMEM,ROUBO,Via Publica
SE,Samsung,QUINTA,TARDE,47,HOMEM,FURTO,Via Publica
LIBERDADE,Samsung,QUINTA,NOITE,31,HOMEM,FURTO,Transporte Privado
SE,Xiaomi,TERCA,NOITE,26,HOMEM,ROUBO,Via Publica
LIBERDADE,Samsung,QUARTA,NOITE,42,MULHER,FURTO,Via Publica
SE,Xiaomi,SEXTA,MANHA,43,HOMEM,ROUBO,Via Publica
SE,Motorola,SEGUNDA,TARDE,16,MULHER,FURTO,Via Publica
SE,Apple,QUINTA,NOITE,34,HOMEM,ROUBO,Via Publica
LIBERDADE,Apple,TERCA,TARDE,20,HOMEM,FURTO,Via Publica
LIBERDADE,Apple,TERCA,TARDE,76,HOMEM,FURTO,Via Publica
CANINDE,Samsung,SEXTA,MANHA,29,MULHER,FURTO,Via Publica
LIBERDADE,Apple,SEXTA,MANHA,19,HOMEM,FURTO,Via Publica
SE,Motorola,SEXTA,MANHA,36,MULHER,FURTO,Transporte Publico
LIBERDADE,Samsung,SEXTA,TARDE,45,MULHER,FURTO,Transporte Privado
SE,Apple,QUARTA,NOITE,34,MULHER,ROUBO,Via Publica
LIBERDADE,Motorola,TERCA,TARDE,31,MULHER,FURTO,Via Publica
SE,Motorola,QUINTA,TARDE,71,HOMEM,FURTO,Via Publica
SE,Apple,SEXTA,NOITE,47,HOMEM,FURTO,Via Publica
SE,Motorola,SEXTA,TARDE,40,HOMEM,FURTO,Via Publica
SE,Motorola,SEXTA,TARDE,28,HOMEM,FURTO,Via Publica
SE,Samsung,SEXTA,NOITE,29,HOMEM,ROUBO,Via Publica
SE,Samsung,SEXTA,NOITE,23,HOMEM,ROUBO,Via Publica
LIBERDADE,Outros,QUINTA,NOITE,58,MULHER,FURTO,Via Publica
SE,Outros,QUINTA,NOITE,31,MULHER,FURTO,Transporte Publico
SE,Motorola,SEXTA,NOITE,35,HOMEM,ROUBO,Via Publica
CANINDE,Apple,QUINTA,MANHA,20,HOMEM,FURTO,Via Publica
LIBERDADE,Outros,SEXTA,MANHA,16,HOMEM,FURTO,Via Publica
SE,Apple,SEXTA,TARDE,15,MULHER,FURTO,Via Publica
LIBERDADE,Apple,SABADO,TARDE,67,HOMEM,FURTO,Via Publica
SE,Apple,SEXTA,MANHA,54,MULHER,FURTO,Via Publica
SE,Apple,SABADO,TARDE,15,HOMEM,FURTO,Via Publica
SE,Apple,QUINTA,TARDE,56,MULHER,ROUBO,Via Publica
SE,Apple,SABADO,MADRUGADA,71,HOMEM,ROUBO,Entreterimento
SE,Outros,SABADO,MANHA,54,HOMEM,ROUBO,Transporte Publico
SE,Xiaomi,SABADO,MADRUGADA,25,HOMEM,ROUBO,Via Publica
LIBERDADE,Outros,QUARTA,MANHA,60,HOMEM,FURTO,Via Publica
LIBERDADE,Outros,QUARTA,MANHA,50,HOMEM,FURTO,Via Publica
LIBERDADE,Samsung,QUARTA,NOITE,55,MULHER,FURTO,Via Publica
SE,Outros,SABADO,MANHA,30,MULHER,FURTO,Transporte Publico
CENTRO HISTORICO DE SAO PAULO,Motorola,QUINTA,NOITE,44,MULHER,ROUBO,Via Publica
SE,Samsung,QUINTA,TARDE,21,HOMEM,ROUBO,Via Publica
CENTRO HISTORICO DE SAO PAULO,Samsung,SABADO,MANHA,27,HOMEM,ROUBO,Via Publica
REPUBLICA,Apple,QUINTA,NOITE,38,HOMEM,ROUBO,Via Publica
LIBERDADE,Apple,DOMINGO,MANHA,29,MULHER,FURTO,Via Publica
REPUBLICA,Samsung,TERCA,TARDE,15,HOMEM,FURTO,Via Publica
SE,Apple,SABADO,TARDE,30,HOMEM,ROUBO,Estabelecimentos Comerciais / Industrias
SE,Samsung,SEXTA,MANHA,20,HOMEM,ROUBO,Via Publica
SE,Samsung,SEXTA,MANHA,38,MULHER,ROUBO,Transporte Publico
CANINDE,Samsung,SEXTA,TARDE,47,MULHER,FURTO,Via Publica
SE,Samsung,SABADO,NOITE,40,MULHER,ROUBO,Via Publica
SE,Samsung,DOMINGO,MANHA,37,MULHER,FURTO,Via Publica
SE,Samsung,SEXTA,TARDE,33,HOMEM,ROUBO,Via Publica
SE,Motorola,QUINTA,NOITE,19,HOMEM,ROUBO,Via Publica
LIBERDADE,Samsung,DOMINGO,TARDE,45,HOMEM,FURTO,Via Publica
LIBERDADE,Apple,DOMINGO,NOITE,75,MULHER,FURTO,Via Publica
SE,Motorola,DOMINGO,TARDE,20,MULHER,ROUBO,Via Publica
CENTRO HISTORICO DE SAO PAULO,Samsung,DOMINGO,NOITE,66,MULHER,ROUBO,Via Publica
CENTRO HISTORICO DE SAO PAULO,Apple,DOMINGO,NOITE,21,MULHER,ROUBO,Via Publica
LIBERDADE,Xiaomi,DOMINGO,MADRUGADA,46,MULHER,FURTO,Via Publica
SE,Samsung,DOMINGO,TARDE,28,HOMEM,ROUBO,Via Publica
SE,Xiaomi,QUINTA,NOITE,28,HOMEM,FURTO,Via Publica
LIBERDADE,Apple,SEXTA,TARDE,37,HOMEM,FURTO,Via Publica
LIBERDADE,Samsung,SABADO,NOITE,26,HOMEM,FURTO,Via Publica
CANINDE,Samsung,QUARTA,TARDE,16,HOMEM,ROUBO,Via Publica
SE,Apple,SEXTA,TARDE,31,HOMEM,FURTO,Via Publica
SE,Apple,SEXTA,TARDE,29,MULHER,FURTO,Via Publica
SE,Apple,QUINTA,NOITE,51,MULHER,ROUBO,Via Publica
SE,Samsung,QUINTA,NOITE,28,MULHER,ROUBO,Via Publica
SE,Motorola,SEXTA,TARDE,34,MULHER,ROUBO,Transporte Publico
SE,Samsung,SABADO,MANHA,19,MULHER,ROUBO,Via Publica
LIBERDADE,Samsung,DOMINGO,NOITE,21,MULHER,FURTO,Via Publica
SE,Samsung,SABADO,TARDE,44,MULHER,ROUBO,Via Publica
SE,Apple,SEGUNDA,TARDE,68,MULHER,FURTO,Via Publica
CENTRO HISTORICO DE SAO PAULO,Xiaomi,SEGUNDA,MANHA,73,MULHER,ROUBO,Via Publica
SE,Samsung,SABADO,NOITE,28,MULHER,FURTO,Via Publica
SE,Outros,DOMINGO,NOITE,33,HOMEM,ROUBO,Via Publica
SE,Motorola,SEXTA,TARDE,26,MULHER,FURTO,Via Publica
SE,Outros,SEXTA,NOITE,52,MULHER,ROUBO,Via Publica
CENTRO HISTORICO DE SAO PAULO,Samsung,SABADO,NOITE,51,MULHER,ROUBO,Via Publica
SE,Samsung,SABADO,NOITE,27,HOMEM,ROUBO,Via Publica
SE,Motorola,SABADO,TARDE,53,MULHER,FURTO,Via Publica
LIBERDADE,Apple,SABADO,MANHA,30,MULHER,FURTO,Via Publica
SE,Xiaomi,SABADO,MADRUGADA,33,MULHER,ROUBO,Transporte Publico
SE,Apple,QUINTA,NOITE,29,HOMEM,ROUBO,Transporte Privado
CENTRO HISTORICO DE SAO PAULO,Motorola,SEGUNDA,MANHA,25,MULHER,FURTO,Via Publica
LIBERDADE,Apple,QUINTA,NOITE,53,MULHER,ROUBO,Via Publica
SE,Motorola,SABADO,NOITE,15,MULHER,ROUBO,Via Publica
SE,Motorola,DOMINGO,TARDE,29,HOMEM,ROUBO,Via Publica
CENTRO HISTORICO DE SAO PAULO,Xiaomi,SEGUNDA,MANHA,18,HOMEM,ROUBO,Via Publica
LIBERDADE,Apple,SABADO,NOITE,33,HOMEM,FURTO,Via Publica
SE,Apple,SABADO,MANHA,70,MULHER,FURTO,Via Publica
SE,Samsung,DOMINGO,MANHA,19,MULHER,ROUBO,Via Publica
SE,Motorola,SEGUNDA,TARDE,29,HOMEM,FURTO,Via Publica
SE,Apple,SABADO,TARDE,74,MULHER,FURTO,Via Publica
SE,Motorola,SABADO,TARDE,49,MULHER,FURTO,Transporte Privado
SE,Motorola,SEGUNDA,TARDE,33,MULHER,ROUBO,Transporte Publico
SE,Motorola,SEGUNDA,TARDE,19,MULHER,ROUBO,Transporte Publico
SE,Motorola,SEGUNDA,TARDE,51,HOMEM,ROUBO,Transporte Publico
LIBERDADE,Motorola,SABADO,NOITE,21,HOMEM,ROUBO,Via Publica
SE,Samsung,SABADO,NOITE,49,HOMEM,ROUBO,Via Publica
LIBERDADE,Apple,SABADO,TARDE,15,HOMEM,ROUBO,Via Publica
LIBERDADE,Samsung,SEGUNDA,TARDE,41,HOMEM,FURTO,Escolas / Universidade
REPUBLICA,Samsung,DOMINGO,TARDE,15,MULHER,ROUBO,Via Publica
SE,Samsung,SEGUNDA,MANHA,36,HOMEM,ROUBO,Via Publica
SE,Samsung,DOMINGO,NOITE,18,HOMEM,ROUBO,Via Publica
CENTRO HISTORICO DE SAO PAULO,Xiaomi,SEGUNDA,MANHA,28,HOMEM,ROUBO,Via Publica
LIBERDADE,Samsung,SEGUNDA,MANHA,21,MULHER,ROUBO,Via Publica
SE,Outros,DOMINGO,NOITE,29,MULHER,FURTO,Via Publica
LIBERDADE,Apple,QUINTA,MANHA,22,MULHER,FURTO,Via Publica
SE,Outros,QUINTA,TARDE,56,HOMEM,ROUBO,Transporte Publico
REPUBLICA,Samsung,QUINTA,NOITE,22,MULHER,ROUBO,Via Publica
SE,Motorola,TERCA,MANHA,50,HOMEM,ROUBO,Via Publica
SE,Apple,SABADO,TARDE,22,MULHER,ROUBO,Via Publica
SE,Xiaomi,DOMINGO,TARDE,22,HOMEM,FURTO,Via Publica
SE,Outros,SEGUNDA,TARDE,32,HOMEM,FURTO,Via Publica
LIBERDADE,Apple,DOMINGO,MANHA,35,MULHER,ROUBO,Via Publica
CENTRO HISTORICO DE SAO PAULO,Xiaomi,DOMINGO,MANHA,58,HOMEM,ROUBO,Via Publica
SE,Samsung,TERCA,MANHA,26,MULHER,ROUBO,Via Publica
CENTRO HISTORICO DE SAO PAULO,Samsung,TERCA,MANHA,35,HOMEM,ROUBO,Via Publica
SE,LG,DOMINGO,MANHA,57,HOMEM,ROUBO,Via Publica
SE,Apple,SEGUNDA,TARDE,37,HOMEM,ROUBO,Via Publica
SE,Apple,DOMINGO,TARDE,32,HOMEM,ROUBO,Via Publica
SE,Xiaomi,SABADO,MANHA,50,MULHER,ROUBO,Via Publica
SE,Xiaomi,SABADO,MANHA,34,HOMEM,ROUBO,Via Publica
SE,Samsung,SEGUNDA,MANHA,16,HOMEM,ROUBO,Via Publica
LIBERDADE,Xiaomi,SEGUNDA,NOITE,57,HOMEM,FURTO,Via Publica
SE,Apple,TERCA,NOITE,35,MULHER,ROUBO,Transporte Publico
SE,Apple,TERCA,NOITE,35,HOMEM,ROUBO,Transporte Publico
SE,Samsung,SABADO,MANHA,65,HOMEM,FURTO,Via Publica
SE,Samsung,SEXTA,NOITE,15,MULHER,ROUBO,Transporte Publico
SE,Apple,TERCA,MADRUGADA,27,HOMEM,ROUBO,Via Publica
SE,LG,SEGUNDA,NOITE,31,HOMEM,ROUBO,Via Publica
LIBERDADE,Motorola,TERCA,MADRUGADA,18,MULHER,ROUBO,Via Publica
CENTRO HISTORICO DE SAO PAULO,Xiaomi,SEGUNDA,NOITE,23,MULHER,ROUBO,Via Publica
SE,Outros,SEGUNDA,MANHA,49,HOMEM,ROUBO,Transporte Publico
LIBERDADE,Samsung,QUARTA,MANHA,40,HOMEM,FURTO,Via Publica
SE,Outros,SEGUNDA,NOITE,16,MULHER,ROUBO,Via Publica
SE,Xiaomi,QUINTA,TARDE,83,MULHER,FURTO,Via Publica
SE,Samsung,QUARTA,MANHA,51,HOMEM,FURTO,Via Publica
SE,Samsung,TERCA,MANHA,75,MULHER,ROUBO,Via Publica
BRAS,Motorola,SEGUNDA,NOITE,20,MULHER,FURTO,Via Publica
SE,Apple,QUARTA,TARDE,55,MULHER,ROUBO,Via Publica
SE,Apple,QUARTA,TARDE,53,MULHER,ROUBO,Via Publica
SE,Samsung,SEGUNDA,MANHA,78,HOMEM,ROUBO,Via Publica
SE,Xiaomi,DOMINGO,TARDE,30,MULHER,ROUBO,Via Publica
LIBERDADE,Apple,TERCA,TARDE,19,MULHER,FURTO,Via Publica
CENTRO HISTORICO DE SAO PAULO,Samsung,SABADO,MANHA,28,MULHER,FURTO,Via Publica
SE,Motorola,QUARTA,NOITE,27,HOMEM,ROUBO,Via Publica
SE,Xiaomi,QUARTA,NOITE,55,HOMEM,ROUBO,Via Publica
REPUBLICA,Outros,QUARTA,NOITE,44,MULHER,ROUBO,Via Publica
SE,Samsung,SEGUNDA,NOITE,21,HOMEM,ROUBO,Via Publica
SE,LG,QUINTA,MADRUGADA,57,MULHER,FURTO,Transporte Publico
CENTRO HISTORICO DE SAO PAULO,Samsung,QUARTA,TARDE,18,MULHER,ROUBO,Via Publica
SE,Samsung,QUINTA,MANHA,35,HOMEM,FURTO,Via Publica
SE,Apple,TERCA,TARDE,55,MULHER,ROUBO,Via Publica
CENTRO HISTORICO DE SAO PAULO,Samsung,QUARTA,MANHA,38,HOMEM,FURTO,Via Publica
SE,Samsung,TERCA,MANHA,30,HOMEM,FURTO,Via Publica
LIBERDADE,Samsung,QUINTA,MANHA,44,MULHER,FURTO,Via Publica
LIBERDADE,Samsung,QUINTA,MANHA,40,MULHER,FURTO,Via Publica
LIBERDADE,Samsung,QUINTA,MANHA,47,MULHER,FURTO,Via Publica
LIBERDADE,Samsung,QUINTA,MANHA,29,HOMEM,FURTO,Via Publica
SE,Motorola,TERCA,NOITE,36,HOMEM,ROUBO,Via Publica
SE,Samsung,TERCA,NOITE,40,MULHER,ROUBO,Via Publica
SE,Xiaomi,DOMINGO,MANHA,78,HOMEM,ROUBO,Via Publica
SE,Xiaomi,DOMINGO,MANHA,81,HOMEM,ROUBO,Via Publica
BRAS,Motorola,QUINTA,MADRUGADA,55,HOMEM,FURTO,Residencia / Hospedagem
SE,Samsung,QUARTA,MANHA,38,MULHER,ROUBO,Via Publica
LIBERDADE,Samsung,QUINTA,TARDE,51,HOMEM,FURTO,Transporte Privado
SE,Xiaomi,TERCA,NOITE,35,HOMEM,ROUBO,Via Publica
LIBERDADE,Apple,QUARTA,TARDE,31,MULHER,ROUBO,Via Publica
VILA CLARICE,Xiaomi,TERCA,NOITE,31,HOMEM,ROUBO,Transporte Publico
SE,Samsung,QUINTA,TARDE,79,HOMEM,ROUBO,Via Publica
CENTRO HISTORICO DE SAO PAULO,Apple,QUINTA,MANHA,56,HOMEM,FURTO,Via Publica
LIBERDADE,Outros,QUARTA,MANHA,37,MULHER,FURTO,Via Publica
CENTRO HISTORICO DE SAO PAULO,Samsung,QUINTA,NOITE,29,MULHER,FURTO,Via Publica
SE,Outros,QUARTA,TARDE,69,MULHER,FURTO,Via Publica
SE,Samsung,QUARTA,MANHA,36,MULHER,ROUBO,Transporte Publico
LIBERDADE,Apple,SEXTA,MANHA,20,HOMEM,FURTO,Via Publica
LIBERDADE,Apple,SEXTA,MANHA,57,MULHER,FURTO,Via Publica
SE,Apple,QUARTA,TARDE,25,MULHER,ROUBO,Via Publica
SE,Apple,QUARTA,NOITE,16,MULHER,ROUBO,Via Publica
SE,Apple,SEXTA,MANHA,23,HOMEM,ROUBO,Via Publica
SE,Apple,SEXTA,MANHA,56,HOMEM,ROUBO,Via Publica
SE,Motorola,QUINTA,MADRUGADA,19,MULHER,ROUBO,Via Publica
LIBERDADE,Xiaomi,TERCA,NOITE,40,MULHER,FURTO,Via Publica
CENTRO HISTORICO DE SAO PAULO,Outros,QUINTA,NOITE,18,MULHER,ROUBO,Via Publica
LIBERDADE,Samsung,QUARTA,NOITE,38,MULHER,FURTO,Transporte Privado
SE,Outros,QUINTA,NOITE,19,HOMEM,ROUBO,Via Publica
SE,Apple,QUINTA,TARDE,29,MULHER,FURTO,Via Publica
LIBERDADE,Apple,QUARTA,NOITE,66,MULHER,FURTO,Via Publica
SE,Apple,QUINTA,NOITE,27,HOMEM,ROUBO,Transporte Publico
LIBERDADE,Samsung,QUARTA,NOITE,28,HOMEM,FURTO,Via Publica
SE,LG,QUARTA,NOITE,44,HOMEM,FURTO,Via Publica
SE,Apple,QUINTA,MANHA,58,HOMEM,FURTO,Via Publica
LIBERDADE,Samsung,QUINTA,MANHA,20,HOMEM,FURTO,Via Publica
SE,Apple,TERCA,TARDE,25,HOMEM,ROUBO,Via Publica
SE,Apple,QUINTA,MANHA,25,MULHER,ROUBO,Via Publica
CENTRO HISTORICO DE SAO PAULO,Apple,QUARTA,TARDE,42,HOMEM,FURTO,Via Publica
CENTRO,Apple,QUINTA,MANHA,31,MULHER,ROUBO,Via Publica
SE,Apple,QUINTA,NOITE,66,HOMEM,FURTO,Via Publica
SE,Xiaomi,QUARTA,TARDE,84,HOMEM,FURTO,Transporte Privado
SE,Apple,QUINTA,NOITE,63,MULHER,ROUBO,Via Publica
SE,Apple,TERCA,NOITE,42,HOMEM,FURTO,Via Publica
SE,Samsung,QUINTA,NOITE,48,HOMEM,ROUBO,Via Publica
LIBERDADE,Xiaomi,SEXTA,MADRUGADA,40,HOMEM,FURTO,Via Publica
SE,Samsung,QUINTA,TARDE,56,MULHER,ROUBO,Via Publica
SE,Apple,QUINTA,TARDE,26,HOMEM,FURTO,Via Publica
SE,Samsung,QUINTA,NOITE,56,HOMEM,ROUBO,Via Publica
SE,Apple,SEXTA,TARDE,22,MULHER,FURTO,Via Publica
SE,Apple,SEXTA,NOITE,43,MULHER,FURTO,Via Publica
SE,Samsung,QUINTA,MANHA,27,MULHER,FURTO,Via Publica
SE,Apple,QUINTA,TARDE,25,MULHER,FURTO,Via Publica
SE,Apple,QUARTA,TARDE,41,HOMEM,ROUBO,Via Publica
SE,Asus,QUINTA,MANHA,36,HOMEM,FURTO,Via Publica
SE,Apple,QUINTA,MANHA,15,MULHER,FURTO,Via Publica
LIBERDADE,Apple,QUARTA,TARDE,54,HOMEM,FURTO,Via Publica
CAMBUCI,Apple,QUINTA,NOITE,56,MULHER,FURTO,Via Publica
SE,Samsung,SEXTA,NOITE,32,MULHER,ROUBO,Via Publica
SE,Samsung,TERCA,NOITE,50,HOMEM,FURTO,Via Publica
LIBERDADE,Outros,SEXTA,MANHA,36,HOMEM,FURTO,Via Publica
LIBERDADE,Outros,QUINTA,NOITE,54,HOMEM,FURTO,Via Publica
CENTRO HISTORICO DE SAO PAULO,Apple,SEXTA,NOITE,34,MULHER,ROUBO,Via Publica
SE,Samsung,SEXTA,MANHA,15,MULHER,ROUBO,Via Publica
SE,Apple,SEXTA,MANHA,22,HOMEM,ROUBO,Via Publica
LIBERDADE,Apple,SEXTA,NOITE,62,HOMEM,ROUBO,Via Publica
LIBERDADE,Apple,SEXTA,NOITE,58,MULHER,FURTO,Via Publica
LIBERDADE,Outros,SEXTA,NOITE,20,MULHER,FURTO,Via Publica
CENTRO,Apple,SEXTA,NOITE,29,MULHER,ROUBO,Transporte Publico
SE,Apple,SEXTA,NOITE,22,MULHER,ROUBO,Via Publica
SE,Samsung,SEXTA,NOITE,37,MULHER,ROUBO,Via Publica
CONSOLACAO,Samsung,SEXTA,NOITE,23,HOMEM,ROUBO,Via Publica
CENTRO HISTORICO DE SAO PAULO,Samsung,QUINTA,TARDE,20,HOMEM,FURTO,Via Publica
SE,LG,SABADO,NOITE,26,MULHER,ROUBO,Via Publica
SE,Asus,SEXTA,TARDE,50,MULHER,ROUBO,Via Publica
CENTRO,Xiaomi,QUINTA,NOITE,25,HOMEM,FURTO,Via Publica
LIBERDADE,Apple,QUINTA,MANHA,51,HOMEM,FURTO,Via Publica
LIBERDADE,Samsung,QUINTA,NOITE,38,MULHER,FURTO,Via Publica
LIBERDADE,Apple,SEXTA,MANHA,20,MULHER,FURTO,Via Publica
LIBERDADE,Apple,SEXTA,NOITE,32,MULHER,FURTO,Via Publica
MOOCA,Xiaomi,SEXTA,MANHA,42,HOMEM,FURTO,Via Publica
LIBERDADE,Apple,SEXTA,NOITE,34,HOMEM,FURTO,Via Publica
LIBERDADE,Apple,QUINTA,NOITE,23,MULHER,FURTO,Via Publica
SE,Samsung,SEXTA,NOITE,27,HOMEM,FURTO,Via Publica
BELA VISTA,Apple,SABADO,TARDE,35,HOMEM,ROUBO,Via Publica
SE,Xiaomi,SABADO,TARDE,46,MULHER,ROUBO,Via Publica
SE,Xiaomi,SABADO,TARDE,25,MULHER,ROUBO,Transporte Publico
SE,Samsung,QUINTA,NOITE,62,MULHER,FURTO,Via Publica
SE,Samsung,SEXTA,NOITE,31,HOMEM,FURTO,Via Publica
SE,Samsung,SABADO,TARDE,23,MULHER,ROUBO,Via Publica
CENTRO HISTORICO DE SAO PAULO,Samsung,SABADO,TARDE,25,MULHER,ROUBO,Via Publica
LIBERDADE,Apple,QUINTA,TARDE,36,MULHER,FURTO,Via Publica
SE,Apple,QUINTA,TARDE,27,HOMEM,FURTO,Via Publica
SE,Samsung,SABADO,MANHA,26,HOMEM,ROUBO,Via Publica
SE,Samsung,SABADO,TARDE,51,HOMEM,ROUBO,Via Publica
SE,Apple,DOMINGO,MANHA,19,MULHER,FURTO,Via Publica
SE,Apple,DOMINGO,MANHA,30,HOMEM,FURTO,Via Publica
LIBERDADE,Apple,SABADO,MANHA,57,MULHER,ROUBO,Via Publica
LIBERDADE,Outros,SEXTA,NOITE,21,MULHER,FURTO,Via Publica
SE,Apple,SABADO,MANHA,32,HOMEM,FURTO,Via Publica
SE,Samsung,SABADO,TARDE,28,HOMEM,ROUBO,Via Publica
SE,Apple,SABADO,TARDE,75,HOMEM,FURTO,Via Publica
SE,Apple,SABADO,TARDE,35,MULHER,ROUBO,Via Publica
SE,Apple,SABADO,TARDE,19,HOMEM,ROUBO,Via Publica
SE,Apple,SABADO,TARDE,30,HOMEM,ROUBO,Via Publica
SE,Apple,SABADO,TARDE,61,HOMEM,ROUBO,Via Publica
SE,Apple,SABADO,TARDE,40,HOMEM,ROUBO,Via Publica
SE,Apple,SABADO,TARDE,23,MULHER,ROUBO,Via Publica
SE,Apple,SABADO,TARDE,22,HOMEM,ROUBO,Via Publica
SE,Apple,SABADO,TARDE,21,MULHER,ROUBO,Via Publica
SE,Apple,SABADO,TARDE,32,MULHER,ROUBO,Via Publica
SE,Apple,SABADO,TARDE,72,HOMEM,ROUBO,Via Publica
SE,Samsung,DOMINGO,MADRUGADA,22,MULHER,ROUBO,Via Publica
SE,Samsung,DOMINGO,MANHA,79,MULHER,ROUBO,Via Publica
SE,Apple,DOMINGO,TARDE,57,HOMEM,FURTO,Via Publica
SE,Motorola,DOMINGO,MANHA,30,HOMEM,ROUBO,Via Publica
SE,Apple,DOMINGO,TARDE,38,MULHER,FURTO,Via Publica
LIBERDADE,Apple,DOMINGO,TARDE,58,HOMEM,FURTO,Via Publica
SE,Samsung,DOMINGO,TARDE,32,HOMEM,ROUBO,Via Publica
CENTRO HISTORICO DE SAO PAULO,Samsung,DOMINGO,TARDE,18,MULHER,ROUBO,Via Publica
SE,Xiaomi,DOMINGO,TARDE,22,MULHER,ROUBO,Via Publica
LIBERDADE,Apple,SABADO,MANHA,19,HOMEM,ROUBO,Via Publica
LIBERDADE,Apple,SABADO,MANHA,41,MULHER,ROUBO,Via Publica
LIBERDADE,Apple,DOMINGO,TARDE,32,MULHER,ROUBO,Via Publica
SE,Samsung,DOMINGO,TARDE,41,HOMEM,ROUBO,Via Publica
LIBERDADE,Asus,DOMINGO,NOITE,81,HOMEM,FURTO,Via Publica
SE,Samsung,SABADO,TARDE,44,HOMEM,ROUBO,Via Publica
LIBERDADE,Apple,DOMINGO,MANHA,80,HOMEM,FURTO,Via Publica
SE,Samsung,DOMINGO,MANHA,21,HOMEM,ROUBO,Via Publica
SE,Motorola,DOMINGO,TARDE,21,MULHER,ROUBO,Via Publica
SE,Outros,SEXTA,NOITE,29,HOMEM,FURTO,Transporte Publico
CENTRO HISTORICO DE SAO PAULO,Samsung,SEXTA,NOITE,73,MULHER,ROUBO,Via Publica
LIBERDADE,Outros,DOMINGO,MANHA,37,HOMEM,FURTO,Via Publica
SE,Xiaomi,DOMINGO,NOITE,21,MULHER,ROUBO,Via Publica
LIBERDADE,Outros,SEXTA,TARDE,80,MULHER,FURTO,Via Publica
SE,Motorola,SEGUNDA,MANHA,57,MULHER,FURTO,Via Publica
SE,Samsung,SEXTA,NOITE,81,MULHER,ROUBO,Via Publica
LIBERDADE,Samsung,SABADO,NOITE,38,HOMEM,ROUBO,Via Publica
SE,Samsung,SEGUNDA,MANHA,32,MULHER,FURTO,Transporte Privado
LIBERDADE,Apple,SABADO,MANHA,22,HOMEM,ROUBO,Via Publica
LIBERDADE,Motorola,SEGUNDA,MANHA,31,MULHER,FURTO,Estabelecimentos Comerciais / Industrias
SE,Samsung,SEGUNDA,NOITE,46,MULHER,FURTO,Via Publica
SE,Samsung,SEGUNDA,NOITE,55,MULHER,FURTO,Via Publica
CENTRO HISTORICO DE SAO PAULO,Samsung,SABADO,TARDE,38,MULHER,FURTO,Estabelecimentos Comerciais / Industrias
LIBERDADE,Samsung,DOMINGO,TARDE,22,HOMEM,FURTO,Via Publica
LIBERDADE,Xiaomi,SEXTA,MANHA,41,HOMEM,FURTO,Via Publica
SE,Samsung,SEGUNDA,TARDE,68,HOMEM,ROUBO,Via Publica
SE,Apple,SEXTA,NOITE,26,HOMEM,FURTO,Via Publica
SE,Xiaomi,TERCA,MANHA,19,HOMEM,ROUBO,Via Publica
CENTRO HISTORICO DE SAO PAULO,Samsung,SEGUNDA,TARDE,55,HOMEM,ROUBO,Via Publica
CENTRO HISTORICO DE SAO PAULO,Motorola,TERCA,MANHA,52,MULHER,ROUBO,Via Publica
CENTRO HISTORICO DE SAO PAULO,Motorola,DOMINGO,NOITE,50,MULHER,ROUBO,Via Publica
LIBERDADE,Apple,TERCA,TARDE,54,MULHER,ROUBO,Via Publica
LIBERDADE,Apple,TERCA,TARDE,56,MULHER,ROUBO,Via Publica
LIBERDADE,Apple,SEGUNDA,NOITE,18,MULHER,FURTO,Via Publica
SE,Motorola,SEGUNDA,TARDE,69,MULHER,ROUBO,Via Publica
SE,Apple,TERCA,MANHA,27,HOMEM,FURTO,Via Publica
SE,Samsung,DOMINGO,NOITE,16,HOMEM,ROUBO,Via Publica
SE,Apple,TERCA,MANHA,36,HOMEM,ROUBO,Via Publica
SE,Motorola,TERCA,NOITE,55,MULHER,ROUBO,Via Publica
LIBERDADE,Asus,QUARTA,NOITE,38,HOMEM,FURTO,Via Publica
SE,Samsung,SABADO,TARDE,36,MULHER,ROUBO,Via Publica
SE,Apple,SEGUNDA,TARDE,49,HOMEM,FURTO,Via Publica
SE,Samsung,DOMINGO,NOITE,53,MULHER,ROUBO,Via Publica
CENTRO HISTORICO DE SAO PAULO,Motorola,TERCA,NOITE,34,HOMEM,ROUBO,Via Publica
CENTRO HISTORICO DE SAO PAULO,Motorola,TERCA,NOITE,54,MULHER,ROUBO,Via Publica
LIBERDADE,Samsung,TERCA,NOITE,71,HOMEM,FURTO,Via Publica
BELA VISTA,Samsung,QUARTA,MANHA,58,HOMEM,FURTO,Via Publica
SE,Apple,QUARTA,MANHA,23,MULHER,FURTO,Via Publica
SE,Apple,QUARTA,MANHA,26,HOMEM,FURTO,Via Publica
SE,LG,QUARTA,MANHA,46,MULHER,FURTO,Via Publica
